"Species","Treatment","Rep","DAT","Hypocotyl_Coleoptile","Radicle"
"CG","Wicked",4,"D14",3.52,26
"CG","Wicked",4,"D14",13.79,18.09
"CG","Wicked",4,"D14",0.5,11.24
"CG","Wicked",4,"D14",1.64,16.63
"CG","DI Water",1,"D14",1.53,30.66
"CG","DI Water",1,"D14",0.5,8.66
"CG","DI Water",2,"D14",5.17,41.19
"CG","DI Water",2,"D14",0.42,9.4
"CG","DI Water",2,"D14",0.5,24.18
"CG","DI Water",2,"D14",1,8.44
"CG","DI Water",2,"D14",1.37,13.28
"CG","DI Water",3,"D14",1.68,6.06
"CG","DI Water",3,"D14",1.9,16.27
"CG","DI Water",4,"D14",10.27,34.81
"CG","DI Water",4,"D14",21.6,32.7
"CG","DI Water",4,"D14",2.78,22.91
"CG","Radar",1,"D14",16.76,39.77
"CG","Radar",1,"D14",0.5,7.45
"CG","Radar",2,"D14",22.61,45.99
"CG","Radar",2,"D14",16.05,18.63
"CG","Radar",2,"D14",10.35,8.48
"CG","Radar",2,"D14",0.96,18.29
"CG","Radar",2,"D14",0.5,3.25
"CG","Radar",2,"D14",2.53,3.39
"CG","Radar",2,"D14",1.44,18.94
"CG","Radar",2,"D14",2.26,8.05
"CG","Radar",3,"D14",1.64,20.63
"CG","Radar",3,"D14",1.85,35.51
"CG","Radar",3,"D14",5.89,21.6
"CG","Radar",3,"D14",1.57,24.42
"CG","Radar",3,"D14",1.79,21.07
"CG","Radar",4,"D14",19.36,5.91
"CG","Radar",4,"D14",18.73,22.69
"CG","Radar",4,"D14",0.5,8.58
"CG","Radar",4,"D14",1.99,3.46
"CG","Fertilized",1,"D14",18.87,26.05
"CG","Fertilized",1,"D14",30.51,35.8
"CG","Fertilized",1,"D14",1.93,25.91
"CG","Fertilized",2,"D14",30.54,28.08
"CG","Fertilized",2,"D14",5.99,10.61
"CG","Fertilized",3,"D14",26.77,15.88
"CG","Fertilized",3,"D14",23.87,15.17
"CG","Fertilized",3,"D14",11.8,14.25
"CG","Fertilized",3,"D14",0.5,5.6
"CG","Fertilized",4,"D14",19.9,9.15
"CG","Fertilized",4,"D14",1.39,21.56
"CG","Fertilized",4,"D14",4.15,22.29
"CG","Fertilized",4,"D14",3.52,4.04
"CG","Fertilized",4,"D14",1.12,8.59
"CG","Cardinal",1,"D14",1.82,16.64
"CG","Cardinal",1,"D14",1.35,7.6
"CG","Cardinal",1,"D14",15.03,35.7
"CG","Cardinal",1,"D14",14.78,41.63
"CG","Cardinal",2,"D14",11.16,12.08
"CG","Cardinal",2,"D14",1.5,14.37
"CG","Cardinal",2,"D14",5.47,39.82
"CG","Cardinal",2,"D14",0.5,6.79
"CG","Cardinal",3,"D14",13.59,21.64
"CG","Cardinal",3,"D14",2.21,14.48
"CG","Cardinal",3,"D14",1.34,5.83
"CG","Cardinal",3,"D14",0.71,11.31
"CG","Cardinal",3,"D14",2.26,16.05
"CG","Cardinal",3,"D14",0.75,9.93
"CG","Cardinal",3,"D14",2.47,11.47
"CG","Cardinal",4,"D14",2.82,18.57
"CG","Cardinal",4,"D14",1.64,24.33
"CG","Cardinal",4,"D14",15.19,26.52
"CG","NonFert",1,"D14",2.54,14.62
"CG","NonFert",1,"D14",1.29,9.11
"CG","NonFert",1,"D14",9.93,31.3
"CG","NonFert",1,"D14",9.56,18.91
"CG","NonFert",1,"D14",1.62,16.26
"CG","NonFert",2,"D14",16.42,19.11
"CG","NonFert",2,"D14",16.88,23.44
"CG","NonFert",2,"D14",12.22,26.21
"CG","NonFert",2,"D14",7.91,12.16
"CG","NonFert",2,"D14",11.42,20.9
"CG","NonFert",2,"D14",1.97,11.46
"CG","NonFert",2,"D14",3.06,11.04
"CG","NonFert",2,"D14",0.92,7.68
"CG","NonFert",3,"D14",4.76,15.73
"CG","NonFert",3,"D14",1.75,5.33
"CG","NonFert",4,"D14",22.13,25.94
"CG","NonFert",4,"D14",15.1,4.73
"CG","Seamist",1,"D14",1.42,5.39
"CG","Seamist",1,"D14",1.82,12.51
"CG","Seamist",2,"D14",14.6,31.13
"CG","Seamist",2,"D14",3.2,19.6
"CG","Seamist",2,"D14",20.55,18.44
"CG","Seamist",2,"D14",2.25,20.65
"CG","Seamist",3,"D14",3.16,20.74
"CG","Seamist",3,"D14",1.42,25.32
"CG","Seamist",3,"D14",9.78,31.1
"CG","Seamist",3,"D14",12.14,25.33
"CG","Seamist",3,"D14",1.37,28.39
"CG","Seamist",3,"D14",1.11,8.34
"CG","Seamist",4,"D14",1.38,20.5
"CG","Seamist",4,"D14",0.5,16.44
"CG","Seamist",4,"D14",1.12,6.62
"CG","Jetty",1,"D14",4.98,8.38
"CG","Jetty",1,"D14",14.18,42.92
"CG","Jetty",1,"D14",17.12,29.3
"CG","Jetty",1,"D14",1.76,16.9
"CG","Jetty",1,"D14",6.74,31.23
"CG","Jetty",1,"D14",1.6,7.7
"CG","Jetty",2,"D14",9.9,30.76
"CG","Jetty",3,"D14",15.88,9.09
"CG","Jetty",3,"D14",2.53,8.59
"CG","Jetty",3,"D14",3.12,5.68
"CG","Jetty",3,"D14",2.8,8.18
"CG","Jetty",4,"D14",15.05,30.3
"CG","Jetty",4,"D14",8.04,48.89
"CG","Jetty",4,"D14",2.22,13.3
"CG","Jetty",4,"D14",10.65,18.7
"CG","Cardinal",1,"D21",0.5,11.57
"CG","Cardinal",2,"D21",1.75,6.37
"CG","Cardinal",3,"D21",1.9,0.5
"CG","Radar",1,"D21",2.85,16.65
"CG","Radar",4,"D21",1.42,6.23
"CG","Jetty",1,"D21",1.46,9.25
"CG","DI water",1,"D21",7.7,2.81
"CG","Fert",1,"D21",2.07,3.18
"CG","Fert",1,"D21",6.16,4.64
"CG","Fert",1,"D21",2.13,6.45
"CG","Fert",1,"D21",1.34,3.84
"CG","Fert",2,"D21",1.49,3.92
"CG","Fert",2,"D21",0.85,4.17
"CG","Fert",3,"D21",1.69,4.52
"CG","Fert",3,"D21",1.34,8.96
"CG","NonFert",1,"D21",1.87,4.95
"CG","NonFert",3,"D21",2.18,5.59
"CG","NonFert",4,"D21",3.24,6.67
"CG","NonFert",4,"D21",1.57,15.05
"CG","NonFert",4,"D21",1.95,3.74
"GG","DI Water",1,"D14",10.75,25.38
"GG","DI Water",1,"D14",7.23,13.71
"GG","DI Water",1,"D14",6.64,14.66
"GG","DI Water",1,"D14",9.42,27.42
"GG","DI Water",1,"D14",7.37,33.09
"GG","DI Water",2,"D14",9.17,21.26
"GG","DI Water",2,"D14",8.06,26.77
"GG","DI Water",2,"D14",4.43,6.12
"GG","DI Water",2,"D14",9.51,23.78
"GG","DI Water",2,"D14",9.55,35.18
"GG","DI Water",2,"D14",10.06,21.96
"GG","DI Water",2,"D14",1.62,3.77
"GG","DI Water",2,"D14",7.17,19
"GG","DI Water",2,"D14",12.18,24.88
"GG","DI Water",2,"D14",9.11,33.82
"GG","DI Water",3,"D14",9.15,22.74
"GG","DI Water",3,"D14",10.28,28.04
"GG","DI Water",3,"D14",11.41,21.82
"GG","DI Water",3,"D14",6.42,13.63
"GG","DI Water",3,"D14",10.51,35.24
"GG","DI Water",3,"D14",10.77,18.77
"GG","DI Water",3,"D14",13.79,32.54
"GG","DI Water",3,"D14",5.66,12.36
"GG","DI Water",3,"D14",6.66,12.56
"GG","DI Water",3,"D14",12,31.77
"GG","DI Water",3,"D14",7.27,8.24
"GG","DI Water",3,"D14",6.15,11.4
"GG","DI Water",3,"D14",7.82,18.42
"GG","DI Water",3,"D14",3.83,7.64
"GG","DI Water",4,"D14",6.18,9.7
"GG","DI Water",4,"D14",8.82,11.04
"GG","DI Water",4,"D14",6.92,12.85
"GG","DI Water",4,"D14",7.54,11.12
"GG","DI Water",4,"D14",9.52,11.87
"GG","DI Water",4,"D14",11.82,27.86
"GG","DI Water",4,"D14",11.28,21.79
"GG","Fertilized",1,"D14",16.69,10.22
"GG","Fertilized",1,"D14",15.07,23.64
"GG","Fertilized",1,"D14",11.81,25.04
"GG","Fertilized",1,"D14",12.6,20.5
"GG","Fertilized",1,"D14",14.88,20.55
"GG","Fertilized",1,"D14",16.96,35.67
"GG","Fertilized",1,"D14",13.9,12.5
"GG","Fertilized",1,"D14",13.9,25
"GG","Fertilized",1,"D14",12.3,24.6
"GG","Fertilized",1,"D14",11.86,12.13
"GG","Fertilized",1,"D14",13.5,10.25
"GG","Fertilized",1,"D14",16.05,20.97
"GG","Fertilized",1,"D14",16.91,18.79
"GG","Fertilized",1,"D14",13.53,30.59
"GG","Fertilized",1,"D14",14.96,29.65
"GG","Fertilized",1,"D14",14.95,25.2
"GG","Fertilized",1,"D14",13.66,29.75
"GG","Fertilized",1,"D14",8.17,15.7
"GG","Fertilized",1,"D14",15.3,25.7
"GG","Fertilized",1,"D14",8.28,8.44
"GG","Fertilized",2,"D14",13.5,13.48
"GG","Fertilized",2,"D14",19.78,12.8
"GG","Fertilized",2,"D14",14.34,20.5
"GG","Fertilized",2,"D14",15.83,10.77
"GG","Fertilized",2,"D14",13.8,18.7
"GG","Fertilized",2,"D14",9.8,19.74
"GG","Fertilized",2,"D14",16.6,10.95
"GG","Fertilized",2,"D14",14.28,15.71
"GG","Fertilized",2,"D14",14.28,16.5
"GG","Fertilized",2,"D14",18.14,16.3
"GG","Fertilized",2,"D14",19.13,15.4
"GG","Fertilized",2,"D14",13.69,7.44
"GG","Fertilized",2,"D14",16.14,18.74
"GG","Fertilized",2,"D14",12.7,10.45
"GG","Fertilized",2,"D14",14.18,10.85
"GG","Fertilized",2,"D14",14.94,17.9
"GG","Fertilized",2,"D14",14.6,11.8
"GG","Fertilized",2,"D14",12.18,6.23
"GG","Fertilized",2,"D14",18.02,12.1
"GG","Fertilized",2,"D14",12.59,16.83
"GG","Fertilized",2,"D14",7.87,13.29
"GG","Fertilized",2,"D14",15.53,25.67
"GG","Fertilized",2,"D14",14.1,11.42
"GG","Fertilized",2,"D14",13.88,10.95
"GG","Fertilized",2,"D14",13.94,15.56
"GG","Fertilized",2,"D14",10.58,12
"GG","Fertilized",2,"D14",13.81,20.55
"GG","Fertilized",3,"D14",16.14,8.16
"GG","Fertilized",3,"D14",11.51,19
"GG","Fertilized",3,"D14",17.47,23.62
"GG","Fertilized",3,"D14",17.18,9.15
"GG","Fertilized",3,"D14",19.22,16.89
"GG","Fertilized",3,"D14",16.89,12.64
"GG","Fertilized",3,"D14",16.72,8.68
"GG","Fertilized",3,"D14",18.05,25.77
"GG","Fertilized",3,"D14",15.75,15.75
"GG","Fertilized",3,"D14",15.15,11.3
"GG","Fertilized",3,"D14",15.72,25.8
"GG","Fertilized",3,"D14",16.03,9.86
"GG","Fertilized",3,"D14",16.22,18
"GG","Fertilized",3,"D14",12.21,10
"GG","Fertilized",3,"D14",19.12,27
"GG","Fertilized",3,"D14",16.91,24.84
"GG","Fertilized",3,"D14",16.88,12
"GG","Fertilized",3,"D14",17.39,15.08
"GG","Fertilized",3,"D14",18.3,10
"GG","Fertilized",3,"D14",19.11,9.75
"GG","Fertilized",3,"D14",11.45,6.61
"GG","Fertilized",3,"D14",4.65,5.6
"GG","Fertilized",3,"D14",13.17,9.44
"GG","Fertilized",3,"D14",8.45,9.97
"GG","Fertilized",4,"D14",12.89,8.95
"GG","Fertilized",4,"D14",9.88,8.5
"GG","Fertilized",4,"D14",18.8,14.6
"GG","Fertilized",4,"D14",16.47,14.78
"GG","Fertilized",4,"D14",18.69,7.08
"GG","Fertilized",4,"D14",15.86,12.07
"GG","Fertilized",4,"D14",18.86,9.34
"GG","Fertilized",4,"D14",15.7,7.22
"GG","Fertilized",4,"D14",16.06,17.61
"GG","Fertilized",4,"D14",11.12,7.69
"GG","Fertilized",4,"D14",12.64,7.42
"GG","Fertilized",4,"D14",10.2,4.53
"GG","Fertilized",4,"D14",13.94,9.51
"GG","Fertilized",4,"D14",15.02,12.47
"GG","Fertilized",4,"D14",13.48,9.67
"GG","Fertilized",4,"D14",13,23.31
"GG","Fertilized",4,"D14",15.26,11.97
"GG","Fertilized",4,"D14",14.36,9
"GG","Fertilized",4,"D14",14.88,11.34
"GG","Fertilized",4,"D14",17.56,13.55
"GG","Fertilized",4,"D14",13.75,17.63
"GG","Fertilized",4,"D14",17.52,10.8
"GG","Fertilized",4,"D14",14.45,14.11
"GG","Fertilized",4,"D14",10.53,5.96
"GG","Fertilized",4,"D14",16.42,9.18
"GG","Fertilized",4,"D14",16.67,8.46
"GG","Fertilized",4,"D14",13.63,8.88
"GG","NonFert",1,"D14",10.32,24.65
"GG","NonFert",1,"D14",9.12,43.5
"GG","NonFert",1,"D14",10.02,41.01
"GG","NonFert",1,"D14",8.4,35.4
"GG","NonFert",1,"D14",9.45,13.87
"GG","NonFert",1,"D14",9.13,22.23
"GG","NonFert",1,"D14",9.24,11.32
"GG","NonFert",1,"D14",5.64,6.04
"GG","NonFert",2,"D14",10.85,31.36
"GG","NonFert",2,"D14",11.06,34.5
"GG","NonFert",2,"D14",8.93,28.04
"GG","NonFert",2,"D14",9.62,20.56
"GG","NonFert",2,"D14",9.72,11.11
"GG","NonFert",2,"D14",10.14,28.57
"GG","NonFert",2,"D14",8.46,9.72
"GG","NonFert",2,"D14",10.31,25.51
"GG","NonFert",2,"D14",9.05,8.81
"GG","NonFert",3,"D14",12.19,21.29
"GG","NonFert",3,"D14",13.83,30.69
"GG","NonFert",4,"D14",8.39,12.8
"GG","NonFert",4,"D14",12.02,10.47
"GG","NonFert",4,"D14",11.23,6.87
"GG","NonFert",4,"D14",16.02,27.67
"GG","NonFert",4,"D14",10.32,11.62
"GG","NonFert",4,"D14",9.33,7.98
"GG","NonFert",4,"D14",9.3,25.41
"GG","Radar",1,"D14",4.93,4
"GG","Radar",1,"D14",4.8,2.9
"GG","Radar",2,"D14",6.64,4
"GG","Radar",2,"D14",8,6.39
"GG","Radar",2,"D14",12.2,17.77
"GG","Radar",2,"D14",10.12,14.37
"GG","Radar",2,"D14",10.83,12.39
"GG","Radar",2,"D14",12.98,41.67
"GG","Radar",3,"D14",7.64,12.28
"GG","Radar",3,"D14",12.88,12.95
"GG","Radar",3,"D14",4.47,10.05
"GG","Radar",3,"D14",7.54,12.05
"GG","Radar",3,"D14",5.29,5.73
"GG","Radar",3,"D14",11.4,20.24
"GG","Radar",3,"D14",5.14,8.13
"GG","Radar",3,"D14",10.04,9.22
"GG","Radar",4,"D14",4.46,7.82
"GG","Radar",4,"D14",9.45,13.8
"GG","Radar",4,"D14",6.11,4.73
"GG","Radar",4,"D14",7.95,8.07
"GG","Radar",4,"D14",8.07,11.83
"GG","Radar",4,"D14",9.1,23.81
"GG","Radar",4,"D14",6.08,12.97
"GG","Radar",4,"D14",9,21.13
"GG","Radar",4,"D14",6.25,9.54
"GG","Radar",4,"D14",9.95,17.59
"GG","Cardinal",1,"D14",8.63,26.02
"GG","Cardinal",1,"D14",6.18,13.96
"GG","Cardinal",1,"D14",5.22,14.58
"GG","Cardinal",1,"D14",9.79,17.11
"GG","Cardinal",1,"D14",7.22,10.68
"GG","Cardinal",1,"D14",3.67,2.92
"GG","Cardinal",1,"D14",5.92,8.23
"GG","Cardinal",1,"D14",5.92,4.92
"GG","Cardinal",1,"D14",6.14,21.16
"GG","Cardinal",1,"D14",8.54,30.3
"GG","Cardinal",1,"D14",9.25,12.38
"GG","Cardinal",2,"D14",8.76,14.69
"GG","Cardinal",2,"D14",7.16,7.28
"GG","Cardinal",2,"D14",7.02,15.02
"GG","Cardinal",2,"D14",8.61,13.77
"GG","Cardinal",2,"D14",7.94,18.33
"GG","Cardinal",2,"D14",13.76,25.26
"GG","Cardinal",2,"D14",2.99,4.63
"GG","Cardinal",2,"D14",3.66,9.2
"GG","Cardinal",2,"D14",7.37,10.12
"GG","Cardinal",2,"D14",4.73,11.34
"GG","Cardinal",2,"D14",7.96,12.3
"GG","Cardinal",2,"D14",8.39,12.74
"GG","Cardinal",2,"D14",7.31,13.34
"GG","Cardinal",3,"D14",2.97,4.62
"GG","Cardinal",3,"D14",6.06,10.82
"GG","Cardinal",3,"D14",11.13,22.47
"GG","Cardinal",3,"D14",11.73,18.35
"GG","Cardinal",3,"D14",8.41,14.37
"GG","Cardinal",3,"D14",5.59,16.53
"GG","Cardinal",3,"D14",9.34,14.88
"GG","Cardinal",3,"D14",7.89,11.8
"GG","Cardinal",3,"D14",3.78,4.11
"GG","Cardinal",4,"D14",9.55,14.1
"GG","Cardinal",4,"D14",7.8,9.85
"GG","Cardinal",4,"D14",5.95,10.55
"GG","Cardinal",4,"D14",8.96,15.71
"GG","Cardinal",4,"D14",11.41,19.32
"GG","Jetty",1,"D14",10.48,13.06
"GG","Jetty",1,"D14",3.07,2.27
"GG","Jetty",1,"D14",2.8,3.27
"GG","Jetty",1,"D14",5.12,23.54
"GG","Jetty",1,"D14",5.96,4
"GG","Jetty",1,"D14",5.67,3.91
"GG","Jetty",1,"D14",6.94,24.19
"GG","Jetty",1,"D14",7.43,19.8
"GG","Jetty",1,"D14",6.73,16.43
"GG","Jetty",1,"D14",6.12,26.51
"GG","Jetty",1,"D14",7.59,9.38
"GG","Jetty",1,"D14",8.79,22.58
"GG","Jetty",2,"D14",11.24,6.28
"GG","Jetty",2,"D14",9.21,7.06
"GG","Jetty",2,"D14",10.6,3.21
"GG","Jetty",2,"D14",9.87,17.52
"GG","Jetty",2,"D14",9.48,19.12
"GG","Jetty",2,"D14",6.99,6.54
"GG","Jetty",2,"D14",7.78,12.33
"GG","Jetty",2,"D14",8.28,21.24
"GG","Jetty",2,"D14",8.02,12.37
"GG","Jetty",2,"D14",9.88,17.13
"GG","Jetty",2,"D14",6.19,2.1
"GG","Jetty",2,"D14",4.87,5.91
"GG","Jetty",3,"D14",7.56,10
"GG","Jetty",3,"D14",9.51,11.88
"GG","Jetty",3,"D14",12.23,15.21
"GG","Jetty",3,"D14",11.58,14.26
"GG","Jetty",3,"D14",11.23,27.02
"GG","Jetty",3,"D14",12.06,30.35
"GG","Jetty",3,"D14",10.82,7.43
"GG","Jetty",3,"D14",5.28,2
"GG","Jetty",3,"D14",9.17,6.67
"GG","Jetty",3,"D14",4.1,7.77
"GG","Jetty",3,"D14",8.96,5.82
"GG","Jetty",3,"D14",18.44,18.82
"GG","Jetty",3,"D14",7.68,9.56
"GG","Jetty",3,"D14",6.89,18.05
"GG","Jetty",3,"D14",3.2,8.08
"GG","Jetty",4,"D14",8.63,14.56
"GG","Jetty",4,"D14",12.25,21.01
"GG","Jetty",4,"D14",4.55,6.22
"GG","Jetty",4,"D14",11,19.26
"GG","Jetty",4,"D14",10.85,23.37
"GG","Jetty",4,"D14",6.64,7.68
"GG","Jetty",4,"D14",5.74,5.57
"GG","Jetty",4,"D14",9.94,20.95
"GG","Jetty",4,"D14",4.29,7.71
"GG","Jetty",4,"D14",9.48,6.72
"GG","Jetty",4,"D14",6.43,5
"GG","Jetty",4,"D14",3.85,6.9
"GG","Jetty",4,"D14",5.96,3.64
"GG","Jetty",4,"D14",4.39,5.27
"GG","Seamist",1,"D14",7.2,20.11
"GG","Seamist",1,"D14",11,30.58
"GG","Seamist",1,"D14",8.63,16.65
"GG","Seamist",1,"D14",7.15,15.86
"GG","Seamist",1,"D14",5.98,27.01
"GG","Seamist",1,"D14",9.17,33.98
"GG","Seamist",1,"D14",13.4,38.6
"GG","Seamist",1,"D14",6.67,28.16
"GG","Seamist",1,"D14",9.23,29.63
"GG","Seamist",1,"D14",9.59,17.42
"GG","Seamist",1,"D14",7.05,15.29
"GG","Seamist",1,"D14",3.31,8.84
"GG","Seamist",2,"D14",11.2,19.56
"GG","Seamist",2,"D14",9.57,14.79
"GG","Seamist",2,"D14",10.06,24.63
"GG","Seamist",2,"D14",13.82,33.3
"GG","Seamist",2,"D14",8.85,19.44
"GG","Seamist",2,"D14",7.9,12.39
"GG","Seamist",3,"D14",10.37,18.69
"GG","Seamist",3,"D14",9.23,3.02
"GG","Seamist",3,"D14",9.36,4.29
"GG","Seamist",3,"D14",9.55,6.22
"GG","Seamist",3,"D14",8.7,8.12
"GG","Seamist",3,"D14",11.87,15.8
"GG","Seamist",3,"D14",12.13,26.2
"GG","Seamist",3,"D14",9.41,9.49
"GG","Seamist",3,"D14",10.15,24.92
"GG","Seamist",3,"D14",7.6,5.56
"GG","Seamist",3,"D14",3.03,4
"GG","Seamist",3,"D14",9.26,19.44
"GG","Seamist",3,"D14",4.82,11.77
"GG","Seamist",3,"D14",7.24,14.4
"GG","Seamist",3,"D14",8.91,17.62
"GG","Seamist",3,"D14",2.77,2.43
"GG","Seamist",3,"D14",11.21,25.05
"GG","Seamist",4,"D14",9.1,10.82
"GG","Seamist",4,"D14",9.65,23.65
"GG","Seamist",4,"D14",11.39,38.81
"GG","Seamist",4,"D14",8.84,9.32
"GG","Seamist",4,"D14",13.09,15
"GG","Seamist",4,"D14",8.74,14.96
"GG","Wicked",1,"D14",12.09,29.15
"GG","Wicked",2,"D14",11.15,28.25
"GG","Wicked",3,"D14",9.93,22.98
"GG","Wicked",3,"D14",7.55,26.85
"GG","Wicked",3,"D14",5.14,10.61
"GG","Wicked",3,"D14",6.13,17.7
"GG","Wicked",3,"D14",4.49,7.55
